operon	start	end	strand	N_genes	left	right	color	type
1495	176378	174895	-	4	174895	176378	lightblue	region
1496	178791	179657	-	1	178791	179657	lightblue	region
1497	179766	180671	+	1	179766	180671	lightblue	region
1499	181681	182079	+	1	181681	182079	lightblue	region
15	24297	25484	+	1	24297	25484	lightblue	region
150	290841	290722	-	2	290722	290841	lightblue	region
1500	182317	182835	+	1	182317	182835	lightblue	region
1501	183079	183744	+	1	183079	183744	lightblue	region
1502	186327	186309	-	2	186309	186327	lightblue	region
1503	187633	188793	-	1	187633	188793	lightblue	region
1504	189217	189200	-	2	189200	189217	lightblue	region
1505	190294	190614	+	1	190294	190614	lightblue	region
1506	191027	191278	+	1	191027	191278	lightblue	region
1507	192988	192876	-	2	192876	192988	lightblue	region
1508	194497	198685	+	3	194497	198685	lightblue	region
1509	198826	199914	-	1	198826	199914	lightblue	region
151	293120	297103	+	4	293120	297103	lightblue	region
1510	200083	200517	+	1	200083	200517	lightblue	region
1511	200706	201860	+	1	200706	201860	lightblue	region
1512	201987	202775	+	1	201987	202775	lightblue	region
1514	205337	203844	-	4	203844	205337	lightblue	region
1516	208111	208102	-	2	208102	208111	lightblue	region
1517	210136	212103	+	3	210136	212103	lightblue	region
1518	212207	212941	+	1	212207	212941	lightblue	region
1519	214346	214309	-	2	214309	214346	lightblue	region
152	297176	298075	-	1	297176	298075	lightblue	region
1520	215447	216649	+	1	215447	216649	lightblue	region
1521	216877	218298	+	1	216877	218298	lightblue	region
1522	218389	219405	-	1	218389	219405	lightblue	region
1523	219726	222228	+	3	219726	222228	lightblue	region
1524	222280	223713	-	1	222280	223713	lightblue	region
1525	223822	224988	-	1	223822	224988	lightblue	region
1526	227821	227824	-	2	227821	227824	lightblue	region
1527	228599	229096	+	1	228599	229096	lightblue	region
1528	229186	230379	+	1	229186	230379	lightblue	region
1529	230548	232431	+	1	230548	232431	lightblue	region
153	300216	298907	-	3	298907	300216	lightblue	region
1530	232557	234206	+	1	232557	234206	lightblue	region
1531	234363	234992	-	1	234363	234992	lightblue	region
1532	235228	235815	+	1	235228	235815	lightblue	region
1533	236076	236297	+	1	236076	236297	lightblue	region
1534	236493	237173	-	1	236493	237173	lightblue	region
1535	237312	237818	-	1	237312	237818	lightblue	region
1536	238140	240044	+	2	238140	240044	lightblue	region
1537	240139	242103	-	1	240139	242103	lightblue	region
1538	242194	243186	-	1	242194	243186	lightblue	region
1539	243330	245261	-	1	243330	245261	lightblue	region
154	301014	301622	-	1	301014	301622	lightblue	region
1540	245636	247672	+	1	245636	247672	lightblue	region
1542	248328	249164	+	1	248328	249164	lightblue	region
1543	249310	249729	-	1	249310	249729	lightblue	region
1544	250275	251825	-	1	250275	251825	lightblue	region
1545	252319	253776	+	1	252319	253776	lightblue	region
1546	254107	257074	+	2	254107	257074	lightblue	region
1547	258192	258191	-	2	258191	258192	lightblue	region
1548	261112	262458	+	1	261112	262458	lightblue	region
1549	262660	264571	+	2	262660	264571	lightblue	region
155	302193	302744	-	1	302193	302744	lightblue	region
1550	268053	266312	-	4	266312	268053	lightblue	region
1551	269595	269605	-	2	269595	269605	lightblue	region
1552	270623	272602	+	1	270623	272602	lightblue	region
1554	274150	274728	-	1	274150	274728	lightblue	region
1555	274924	275802	+	1	274924	275802	lightblue	region
1556	275996	276892	+	1	275996	276892	lightblue	region
1557	277936	277871	-	2	277871	277936	lightblue	region
1558	278652	279965	-	1	278652	279965	lightblue	region
1559	280273	280677	-	1	280273	280677	lightblue	region
156	302826	303464	-	1	302826	303464	lightblue	region
1560	281570	282055	+	1	281570	282055	lightblue	region
1561	282755	284239	+	1	282755	284239	lightblue	region
1562	284540	284764	+	1	284540	284764	lightblue	region
1563	284813	285427	-	1	284813	285427	lightblue	region
1564	285571	286857	+	1	285571	286857	lightblue	region
1565	286900	287880	-	1	286900	287880	lightblue	region
1566	288011	300433	-	1	288011	300433	lightblue	region
1567	305952	301480	-	6	301480	305952	lightblue	region
1568	307628	308551	-	1	307628	308551	lightblue	region
1569	308843	310915	+	1	308843	310915	lightblue	region
157	303643	309477	+	3	303643	309477	lightblue	region
1570	311450	315097	+	2	311450	315097	lightblue	region
1571	315576	316856	+	1	315576	316856	lightblue	region
1572	316937	318766	-	1	316937	318766	lightblue	region
1573	319187	319840	-	1	319187	319840	lightblue	region
1576	320793	321743	+	1	320793	321743	lightblue	region
1577	321840	324056	-	1	321840	324056	lightblue	region
1578	324363	324575	-	1	324363	324575	lightblue	region
158	310237	310067	-	2	310067	310237	lightblue	region
1580	325804	327126	-	1	325804	327126	lightblue	region
1581	327337	328281	+	1	327337	328281	lightblue	region
1582	328581	329657	+	1	328581	329657	lightblue	region
1583	330175	332040	+	1	330175	332040	lightblue	region
1585	333083	345793	-	1	333083	345793	lightblue	region
1586	346170	347255	+	1	346170	347255	lightblue	region
1587	347989	348927	+	1	347989	348927	lightblue	region
1588	349652	351227	+	2	349652	351227	lightblue	region
1589	351743	351991	+	1	351743	351991	lightblue	region
159	311553	313550	+	2	311553	313550	lightblue	region
1590	352192	352839	+	1	352192	352839	lightblue	region
1591	356604	354821	-	3	354821	356604	lightblue	region
1592	364926	366131	-	1	364926	366131	lightblue	region
1593	366194	367198	-	1	366194	367198	lightblue	region
1594	367316	367576	-	1	367316	367576	lightblue	region
1595	368834	369352	-	1	368834	369352	lightblue	region
1596	369422	369733	-	1	369422	369733	lightblue	region
1597	370329	373847	+	4	370329	373847	lightblue	region
1598	373998	376712	-	1	373998	376712	lightblue	region
1599	378275	378275	-	2	378275	378275	lightblue	region
16	25481	26392	-	1	25481	26392	lightblue	region
160	313812	317134	+	3	313812	317134	lightblue	region
1600	382617	380930	-	3	380930	382617	lightblue	region
1602	384458	385426	-	1	384458	385426	lightblue	region
1605	386317	387030	+	1	386317	387030	lightblue	region
1606	387551	388938	+	2	387551	388938	lightblue	region
1607	390965	390968	-	2	390965	390968	lightblue	region
1609	395794	395791	-	2	395791	395794	lightblue	region
161	317237	317806	-	1	317237	317806	lightblue	region
1610	397427	398695	+	1	397427	398695	lightblue	region
1611	398842	400157	+	2	398842	400157	lightblue	region
1612	400208	401620	-	1	400208	401620	lightblue	region
1613	401732	402079	-	1	401732	402079	lightblue	region
1614	402236	402619	-	1	402236	402619	lightblue	region
1615	402696	403442	-	1	402696	403442	lightblue	region
1616	403667	406555	+	1	403667	406555	lightblue	region
1617	406902	410579	+	3	406902	410579	lightblue	region
1619	412047	412676	+	1	412047	412676	lightblue	region
162	317917	319260	+	1	317917	319260	lightblue	region
1620	412710	413546	-	1	412710	413546	lightblue	region
1621	413682	414815	-	1	413682	414815	lightblue	region
1622	415033	416769	-	1	415033	416769	lightblue	region
1623	418158	417606	-	3	417606	418158	lightblue	region
1624	419773	424296	+	6	419773	424296	lightblue	region
1626	425414	425716	+	1	425414	425716	lightblue	region
1627	426045	426644	+	1	426045	426644	lightblue	region
1628	426705	427823	-	1	426705	427823	lightblue	region
163	319333	320694	-	1	319333	320694	lightblue	region
1630	428744	430618	+	1	428744	430618	lightblue	region
1631	430681	432498	-	1	430681	432498	lightblue	region
1632	433061	434089	+	1	433061	434089	lightblue	region
1633	434153	435196	-	1	434153	435196	lightblue	region
1634	435361	435711	+	1	435361	435711	lightblue	region
1635	436289	437416	-	1	436289	437416	lightblue	region
1636	437530	438465	-	1	437530	438465	lightblue	region
1637	438578	439960	-	1	438578	439960	lightblue	region
1638	440309	440521	+	1	440309	440521	lightblue	region
1639	441174	441446	+	1	441174	441446	lightblue	region
164	327645	321133	-	11	321133	327645	lightblue	region
1640	441661	442596	+	1	441661	442596	lightblue	region
1641	442585	443310	-	1	442585	443310	lightblue	region
1642	443476	444375	+	1	443476	444375	lightblue	region
1643	444533	445459	+	1	444533	445459	lightblue	region
1644	445611	446372	+	1	445611	446372	lightblue	region
1645	446536	447024	+	1	446536	447024	lightblue	region
1647	450260	448599	-	3	448599	450260	lightblue	region
1648	452114	453235	+	1	452114	453235	lightblue	region
1649	453458	454229	+	2	453458	454229	lightblue	region
1650	454367	454975	-	1	454367	454975	lightblue	region
1651	455191	455511	+	1	455191	455511	lightblue	region
1652	455685	456359	-	1	455685	456359	lightblue	region
1653	456936	457214	-	1	456936	457214	lightblue	region
1654	457434	458309	+	1	457434	458309	lightblue	region
1655	458385	458912	-	1	458385	458912	lightblue	region
1656	459084	460100	+	1	459084	460100	lightblue	region
1657	460220	460798	-	1	460220	460798	lightblue	region
1658	461031	462464	+	1	461031	462464	lightblue	region
1659	462743	464116	-	1	462743	464116	lightblue	region
166	329289	334656	+	8	329289	334656	lightblue	region
1660	464458	465066	+	1	464458	465066	lightblue	region
1662	466589	467512	-	1	466589	467512	lightblue	region
1663	467613	468518	+	1	467613	468518	lightblue	region
1664	468685	469860	+	1	468685	469860	lightblue	region
1665	469863	470144	-	1	469863	470144	lightblue	region
1666	470334	471182	+	1	470334	471182	lightblue	region
1667	471320	471607	-	1	471320	471607	lightblue	region
1669	472595	473872	-	1	472595	473872	lightblue	region
167	336889	335126	-	4	335126	336889	lightblue	region
1671	474162	475790	-	1	474162	475790	lightblue	region
1672	476062	478422	-	1	476062	478422	lightblue	region
1673	478626	480768	+	2	478626	480768	lightblue	region
1674	481686	481666	-	2	481666	481686	lightblue	region
1675	483364	484107	-	1	483364	484107	lightblue	region
1676	484261	485160	-	1	484261	485160	lightblue	region
1677	485366	491292	+	3	485366	491292	lightblue	region
1678	491376	492203	-	1	491376	492203	lightblue	region
1679	492383	494755	+	1	492383	494755	lightblue	region
168	338043	339419	-	1	338043	339419	lightblue	region
1680	494938	496494	+	1	494938	496494	lightblue	region
1681	496858	498186	+	1	496858	498186	lightblue	region
1682	498265	499485	-	1	498265	499485	lightblue	region
1683	500621	500580	-	2	500580	500621	lightblue	region
1684	501639	502607	-	1	501639	502607	lightblue	region
1685	502979	504838	+	1	502979	504838	lightblue	region
1686	504990	505694	+	1	504990	505694	lightblue	region
1687	505782	506825	-	1	505782	506825	lightblue	region
1688	506975	507550	+	1	506975	507550	lightblue	region
1689	507622	508251	-	1	507622	508251	lightblue	region
169	339841	344601	+	3	339841	344601	lightblue	region
1690	508455	509285	+	1	508455	509285	lightblue	region
1691	509437	510470	+	2	509437	510470	lightblue	region
1692	511251	511135	-	2	511135	511251	lightblue	region
1693	511821	512243	+	1	511821	512243	lightblue	region
1694	512499	513494	+	1	512499	513494	lightblue	region
1695	513694	515216	+	2	513694	515216	lightblue	region
1696	515894	515897	-	2	515894	515897	lightblue	region
1697	517018	518451	+	1	517018	518451	lightblue	region
1698	519128	519125	-	2	519125	519128	lightblue	region
1699	520961	522367	+	1	520961	522367	lightblue	region
17	26515	32688	+	7	26515	32688	lightblue	region
170	348169	347542	-	3	347542	348169	lightblue	region
1700	523314	522830	-	3	522830	523314	lightblue	region
1701	524931	525374	+	1	524931	525374	lightblue	region
1702	525466	526350	-	1	525466	526350	lightblue	region
1703	526501	526860	+	1	526501	526860	lightblue	region
1704	526939	528930	+	1	526939	528930	lightblue	region
1705	529075	529326	-	1	529075	529326	lightblue	region
1706	529690	530490	+	1	529690	530490	lightblue	region
1707	530621	531778	-	1	530621	531778	lightblue	region
1708	531931	532767	-	1	531931	532767	lightblue	region
1709	532972	534156	-	1	532972	534156	lightblue	region
171	349874	352048	+	2	349874	352048	lightblue	region
1710	534594	536558	+	1	534594	536558	lightblue	region
1711	536693	536944	+	1	536693	536944	lightblue	region
1712	537405	539036	+	1	537405	539036	lightblue	region
1714	541210	541201	-	2	541201	541210	lightblue	region
1715	543393	543641	+	1	543393	543641	lightblue	region
1716	543736	544788	-	1	543736	544788	lightblue	region
1717	545090	548375	+	4	545090	548375	lightblue	region
1718	548488	550191	+	1	548488	550191	lightblue	region
1719	550739	554573	+	3	550739	554573	lightblue	region
172	352154	352630	-	1	352154	352630	lightblue	region
1720	554689	555204	+	1	554689	555204	lightblue	region
1722	556800	557666	+	1	556800	557666	lightblue	region
1723	557663	558094	-	1	557663	558094	lightblue	region
1725	559060	559965	-	1	559060	559965	lightblue	region
1726	560096	560593	+	1	560096	560593	lightblue	region
1727	560666	561061	-	1	560666	561061	lightblue	region
1728	561109	561645	-	1	561109	561645	lightblue	region
1729	561747	562688	+	1	561747	562688	lightblue	region
1730	562763	563401	-	1	562763	563401	lightblue	region
1731	563534	564424	+	1	563534	564424	lightblue	region
1732	564467	566779	-	1	564467	566779	lightblue	region
1733	567172	567891	-	1	567172	567891	lightblue	region
1734	568038	568940	+	1	568038	568940	lightblue	region
1735	569111	570133	-	1	569111	570133	lightblue	region
1736	570469	571074	+	1	570469	571074	lightblue	region
1737	571139	571795	-	1	571139	571795	lightblue	region
1738	573640	573572	-	2	573572	573640	lightblue	region
1739	578400	578225	-	2	578225	578400	lightblue	region
174	353061	354314	+	1	353061	354314	lightblue	region
1740	579080	580969	-	1	579080	580969	lightblue	region
1741	581338	581559	-	1	581338	581559	lightblue	region
1742	584026	583233	-	3	583233	584026	lightblue	region
1743	587483	588346	-	1	587483	588346	lightblue	region
1744	588738	589844	+	1	588738	589844	lightblue	region
1745	590004	591821	+	1	590004	591821	lightblue	region
1746	592141	592881	+	1	592141	592881	lightblue	region
1747	592910	593545	-	1	592910	593545	lightblue	region
1748	593769	599876	+	4	593769	599876	lightblue	region
1749	600011	601681	-	1	600011	601681	lightblue	region
1750	613322	603646	-	12	603646	613322	lightblue	region
1751	613861	618514	+	4	613861	618514	lightblue	region
1752	618782	620425	+	1	618782	620425	lightblue	region
1753	626370	621920	-	7	621920	626370	lightblue	region
1754	627146	629287	-	1	627146	629287	lightblue	region
1755	629415	630446	+	1	629415	630446	lightblue	region
1756	631485	632702	-	1	631485	632702	lightblue	region
1757	633937	635913	+	1	633937	635913	lightblue	region
1761	637614	638333	+	1	637614	638333	lightblue	region
1762	638448	639323	+	1	638448	639323	lightblue	region
1763	639427	641088	-	1	639427	641088	lightblue	region
1764	641367	641723	+	1	641367	641723	lightblue	region
1765	641789	644497	-	1	641789	644497	lightblue	region
1766	645074	652188	+	3	645074	652188	lightblue	region
1767	652583	661074	+	6	652583	661074	lightblue	region
1768	661247	662272	-	1	661247	662272	lightblue	region
1769	662403	663359	-	1	662403	663359	lightblue	region
177	360353	361144	-	1	360353	361144	lightblue	region
1770	663673	665061	+	1	663673	665061	lightblue	region
1771	665157	665792	-	1	665157	665792	lightblue	region
1772	666224	668770	+	1	666224	668770	lightblue	region
1774	669147	669881	+	1	669147	669881	lightblue	region
1775	670845	672410	-	1	670845	672410	lightblue	region
1776	672508	673068	-	1	672508	673068	lightblue	region
1777	673477	675351	+	1	673477	675351	lightblue	region
1778	675411	676241	-	1	675411	676241	lightblue	region
1779	676471	677223	+	1	676471	677223	lightblue	region
178	364527	361847	-	4	361847	364527	lightblue	region
1780	677281	679065	-	1	677281	679065	lightblue	region
1781	679312	680529	-	1	679312	680529	lightblue	region
1782	681915	681323	-	3	681323	681915	lightblue	region
1783	682536	683447	-	1	682536	683447	lightblue	region
1784	684001	685227	+	1	684001	685227	lightblue	region
1785	685306	686064	-	1	685306	686064	lightblue	region
1786	686196	686480	+	1	686196	686480	lightblue	region
1787	686713	689967	+	1	686713	689967	lightblue	region
1788	691284	691284	-	2	691284	691284	lightblue	region
1789	691808	693388	-	1	691808	693388	lightblue	region
179	366460	367095	+	1	366460	367095	lightblue	region
1790	695011	696480	-	1	695011	696480	lightblue	region
1791	696545	697255	-	1	696545	697255	lightblue	region
1792	697577	701665	+	4	697577	701665	lightblue	region
1793	701751	701999	-	1	701751	701999	lightblue	region
1794	702540	703886	+	1	702540	703886	lightblue	region
1795	704101	712551	+	5	704101	712551	lightblue	region
1796	712685	714328	-	1	712685	714328	lightblue	region
1797	714699	718172	+	4	714699	718172	lightblue	region
1798	719316	719319	-	2	719316	719319	lightblue	region
1799	720074	721450	-	1	720074	721450	lightblue	region
18	32756	34102	-	1	32756	34102	lightblue	region
180	367225	368843	+	2	367225	368843	lightblue	region
1800	721886	723547	-	1	721886	723547	lightblue	region
1801	723885	724184	+	1	723885	724184	lightblue	region
1802	724418	725668	+	1	724418	725668	lightblue	region
1803	725789	727612	-	1	725789	727612	lightblue	region
1805	727836	728723	-	1	727836	728723	lightblue	region
1806	728813	730024	+	1	728813	730024	lightblue	region
1807	730066	730512	-	1	730066	730512	lightblue	region
181	369149	370108	+	1	369149	370108	lightblue	region
1811	732741	734042	-	1	732741	734042	lightblue	region
1812	734307	735200	-	1	734307	735200	lightblue	region
1813	735498	736589	+	1	735498	736589	lightblue	region
1814	736721	737017	+	1	736721	737017	lightblue	region
1815	737188	737817	-	1	737188	737817	lightblue	region
1817	740031	741275	+	1	740031	741275	lightblue	region
1818	741288	742004	-	1	741288	742004	lightblue	region
1819	742403	744781	+	2	742403	744781	lightblue	region
182	370284	372089	+	1	370284	372089	lightblue	region
1820	745189	745174	-	2	745174	745189	lightblue	region
1821	746921	747571	-	1	746921	747571	lightblue	region
1822	747770	749341	+	1	747770	749341	lightblue	region
1823	749582	751294	-	1	749582	751294	lightblue	region
1824	751905	752189	+	1	751905	752189	lightblue	region
1825	753609	777457	+	16	753609	777457	lightblue	region
1826	778231	779271	+	1	778231	779271	lightblue	region
1827	779418	779678	-	1	779418	779678	lightblue	region
1828	779962	785921	+	6	779962	785921	lightblue	region
1829	786047	787509	+	2	786047	787509	lightblue	region
183	372574	374791	+	2	372574	374791	lightblue	region
1830	787649	788329	+	1	787649	788329	lightblue	region
1831	789603	789449	-	2	789449	789603	lightblue	region
1833	792181	793350	+	1	792181	793350	lightblue	region
1834	793465	795486	-	1	793465	795486	lightblue	region
1835	795683	797035	+	1	795683	797035	lightblue	region
1836	797337	801866	+	3	797337	801866	lightblue	region
1838	806132	806638	+	1	806132	806638	lightblue	region
1839	808324	807976	-	3	807976	808324	lightblue	region
184	375023	376252	-	1	375023	376252	lightblue	region
1840	809017	810045	+	1	809017	810045	lightblue	region
1841	810157	811485	+	1	810157	811485	lightblue	region
1842	814473	811883	-	6	811883	814473	lightblue	region
1844	817567	818508	-	1	817567	818508	lightblue	region
1845	820018	819918	-	2	819918	820018	lightblue	region
1847	822218	822430	+	1	822218	822430	lightblue	region
1848	822500	822982	-	1	822500	822982	lightblue	region
1849	823391	825523	+	1	823391	825523	lightblue	region
185	377272	377162	-	2	377162	377272	lightblue	region
1850	825769	825981	+	1	825769	825981	lightblue	region
1851	826243	826959	-	1	826243	826959	lightblue	region
1852	833036	828772	-	6	828772	833036	lightblue	region
1853	834294	836470	+	2	834294	836470	lightblue	region
1854	836746	837399	-	1	836746	837399	lightblue	region
1855	838047	839255	+	1	838047	839255	lightblue	region
1856	839506	840735	+	1	839506	840735	lightblue	region
1857	840910	841785	+	1	840910	841785	lightblue	region
1858	841782	843374	-	1	841782	843374	lightblue	region
1859	843566	844750	+	1	843566	844750	lightblue	region
186	378056	378364	-	1	378056	378364	lightblue	region
1860	844894	845103	-	1	844894	845103	lightblue	region
1861	845462	845689	+	1	845462	845689	lightblue	region
1863	846730	846969	+	1	846730	846969	lightblue	region
1864	847056	850028	+	3	847056	850028	lightblue	region
1865	850017	851012	-	1	850017	851012	lightblue	region
1866	851255	852538	+	1	851255	852538	lightblue	region
1867	852540	853382	-	1	852540	853382	lightblue	region
1869	854653	855696	+	1	854653	855696	lightblue	region
187	378606	381651	+	3	378606	381651	lightblue	region
1870	855767	857161	-	1	855767	857161	lightblue	region
1871	857351	858679	-	1	857351	858679	lightblue	region
1872	858930	859760	-	1	858930	859760	lightblue	region
1873	859863	860390	+	1	859863	860390	lightblue	region
1874	860586	862127	+	1	860586	862127	lightblue	region
1875	862185	864131	-	1	862185	864131	lightblue	region
1876	864381	865355	+	1	864381	865355	lightblue	region
1877	865433	867013	-	1	865433	867013	lightblue	region
1878	867417	868622	-	1	867417	868622	lightblue	region
1879	869132	870211	-	1	869132	870211	lightblue	region
188	381737	381943	-	1	381737	381943	lightblue	region
1880	870332	871588	-	1	870332	871588	lightblue	region
1882	875087	876733	+	1	875087	876733	lightblue	region
1883	876999	878882	+	2	876999	878882	lightblue	region
1884	878958	881714	-	1	878958	881714	lightblue	region
1886	882664	883422	+	1	882664	883422	lightblue	region
1887	883758	887367	+	4	883758	887367	lightblue	region
1888	887414	888430	-	1	887414	888430	lightblue	region
1889	888517	890874	+	2	888517	890874	lightblue	region
189	382577	383548	-	1	382577	383548	lightblue	region
1890	891144	892337	+	1	891144	892337	lightblue	region
1891	892773	895412	+	1	892773	895412	lightblue	region
1892	895530	896099	-	1	895530	896099	lightblue	region
1893	896383	898648	+	2	896383	898648	lightblue	region
1894	898651	899082	-	1	898651	899082	lightblue	region
1895	902920	900123	-	6	900123	902920	lightblue	region
1896	905046	905801	+	1	905046	905801	lightblue	region
1897	905927	906994	+	1	905927	906994	lightblue	region
1898	907094	907627	-	1	907094	907627	lightblue	region
1899	907801	909201	-	1	907801	909201	lightblue	region
19	34182	34994	-	1	34182	34994	lightblue	region
190	383701	383961	+	1	383701	383961	lightblue	region
1900	909582	910232	+	1	909582	910232	lightblue	region
1901	910351	912582	-	1	910351	912582	lightblue	region
1902	914160	914163	-	2	914160	914163	lightblue	region
1903	915717	916229	-	1	915717	916229	lightblue	region
1904	916425	916976	-	1	916425	916976	lightblue	region
1905	921886	920175	-	3	920175	921886	lightblue	region
1907	923917	924297	+	1	923917	924297	lightblue	region
1908	924824	928423	+	2	924824	928423	lightblue	region
1909	928589	929758	+	1	928589	929758	lightblue	region
191	384380	386032	-	1	384380	386032	lightblue	region
1910	929936	930283	+	1	929936	930283	lightblue	region
1912	931029	931748	+	1	931029	931748	lightblue	region
1913	935454	934893	-	3	934893	935454	lightblue	region
1914	937149	937772	+	1	937149	937772	lightblue	region
1915	938016	942616	+	5	938016	942616	lightblue	region
1916	942698	943660	-	1	942698	943660	lightblue	region
1917	943922	944557	+	1	943922	944557	lightblue	region
1919	945400	945969	+	1	945400	945969	lightblue	region
192	386493	389146	+	4	386493	389146	lightblue	region
1920	946117	946428	+	1	946117	946428	lightblue	region
1922	947077	947700	+	1	947077	947700	lightblue	region
1926	950228	950794	+	1	950228	950794	lightblue	region
1927	950935	951468	+	1	950935	951468	lightblue	region
193	389259	395623	+	7	389259	395623	lightblue	region
1930	953296	953655	+	1	953296	953655	lightblue	region
1931	954176	955096	+	1	954176	955096	lightblue	region
1932	955487	956116	+	1	955487	956116	lightblue	region
1933	956367	957407	+	1	956367	957407	lightblue	region
1935	958600	959640	-	1	958600	959640	lightblue	region
1936	960194	960643	-	1	960194	960643	lightblue	region
1937	960777	961220	-	1	960777	961220	lightblue	region
1938	962007	962699	-	1	962007	962699	lightblue	region
1939	962837	963229	-	1	962837	963229	lightblue	region
194	395880	398877	+	3	395880	398877	lightblue	region
1940	963900	964292	-	1	963900	964292	lightblue	region
1943	965722	966138	-	1	965722	966138	lightblue	region
1944	966299	966898	-	1	966299	966898	lightblue	region
1945	967066	967623	-	1	967066	967623	lightblue	region
1946	967834	968372	+	2	967834	968372	lightblue	region
1947	968489	969022	-	1	968489	969022	lightblue	region
1948	969249	970171	+	2	969249	970171	lightblue	region
195	398865	401615	-	1	398865	401615	lightblue	region
1951	971877	972560	-	1	971877	972560	lightblue	region
1957	977349	977984	-	1	977349	977984	lightblue	region
1959	979646	980227	+	2	979646	980227	lightblue	region
196	401820	406337	+	3	401820	406337	lightblue	region
1960	980341	981381	-	1	980341	981381	lightblue	region
1962	983542	983928	+	1	983542	983928	lightblue	region
1963	984066	984566	+	1	984066	984566	lightblue	region
1965	986164	986427	+	1	986164	986427	lightblue	region
1968	988659	988943	+	1	988659	988943	lightblue	region
1969	989081	989515	+	1	989081	989515	lightblue	region
197	406612	409629	+	2	406612	409629	lightblue	region
1971	990376	991071	+	1	990376	991071	lightblue	region
1972	992767	993567	+	1	992767	993567	lightblue	region
1973	993710	994243	+	1	993710	994243	lightblue	region
1976	995651	996349	+	1	995651	996349	lightblue	region
1977	996493	996981	+	1	996493	996981	lightblue	region
1978	997127	997765	+	1	997127	997765	lightblue	region
198	409731	410942	-	1	409731	410942	lightblue	region
1980	998415	998918	+	1	998415	998918	lightblue	region
1981	999705	1000274	+	1	999705	1000274	lightblue	region
1983	1001602	1001605	-	2	1001602	1001605	lightblue	region
1986	1004650	1005165	+	1	1004650	1005165	lightblue	region
1987	1005323	1005859	+	1	1005323	1005859	lightblue	region
1988	1006018	1006578	+	1	1006018	1006578	lightblue	region
1989	1006719	1007144	+	1	1006719	1007144	lightblue	region
199	411035	413394	+	2	411035	413394	lightblue	region
1990	1007734	1008867	+	2	1007734	1008867	lightblue	region
1992	1010246	1010722	+	1	1010246	1010722	lightblue	region
1994	1013459	1013998	+	1	1013459	1013998	lightblue	region
1996	1015547	1015942	+	1	1015547	1015942	lightblue	region
1998	1016691	1017201	+	2	1016691	1017201	lightblue	region
20	35079	35708	-	1	35079	35708	lightblue	region
200	413468	414076	-	1	413468	414076	lightblue	region
2000	1018936	1019343	+	1	1018936	1019343	lightblue	region
2003	1022614	1023534	-	1	1022614	1023534	lightblue	region
2004	1023808	1024233	+	1	1023808	1024233	lightblue	region
2006	1026268	1026678	+	1	1026268	1026678	lightblue	region
2007	1026822	1027832	+	1	1026822	1027832	lightblue	region
2008	1028089	1028487	+	1	1028089	1028487	lightblue	region
2009	1028715	1029330	+	2	1028715	1029330	lightblue	region
201	415648	415505	-	2	415505	415648	lightblue	region
2010	1030002	1030427	+	1	1030002	1030427	lightblue	region
2011	1031045	1031521	+	1	1031045	1031521	lightblue	region
2012	1031640	1032155	+	1	1031640	1032155	lightblue	region
2013	1032293	1032646	+	1	1032293	1032646	lightblue	region
2014	1032697	1033737	-	1	1032697	1033737	lightblue	region
2015	1034384	1034387	-	2	1034384	1034387	lightblue	region
2016	1035893	1036306	+	1	1035893	1036306	lightblue	region
2017	1036484	1037044	+	1	1036484	1037044	lightblue	region
2018	1037196	1037897	+	1	1037196	1037897	lightblue	region
2019	1038092	1038982	+	1	1038092	1038982	lightblue	region
202	416534	418051	+	1	416534	418051	lightblue	region
2020	1039103	1039765	+	1	1039103	1039765	lightblue	region
2022	1040273	1040758	+	1	1040273	1040758	lightblue	region
2023	1040910	1041479	+	1	1040910	1041479	lightblue	region
2024	1041618	1043185	+	2	1041618	1043185	lightblue	region
2025	1043338	1043934	+	1	1043338	1043934	lightblue	region
2026	1045269	1045598	+	1	1045269	1045598	lightblue	region
2027	1046277	1046765	+	1	1046277	1046765	lightblue	region
2028	1046965	1047530	+	2	1046965	1047530	lightblue	region
2029	1047680	1048258	+	1	1047680	1048258	lightblue	region
2030	1048409	1048720	+	1	1048409	1048720	lightblue	region
2031	1049155	1049155	-	2	1049155	1049155	lightblue	region
2032	1049620	1050638	+	2	1049620	1050638	lightblue	region
2033	1051364	1051911	+	2	1051364	1051911	lightblue	region
2035	1052688	1052984	+	1	1052688	1052984	lightblue	region
2036	1053409	1053419	-	2	1053409	1053419	lightblue	region
2037	1053852	1054451	+	1	1053852	1054451	lightblue	region
2038	1054669	1054953	+	1	1054669	1054953	lightblue	region
204	418536	419792	+	1	418536	419792	lightblue	region
2040	1055749	1056120	+	1	1055749	1056120	lightblue	region
2041	1056256	1056792	+	1	1056256	1056792	lightblue	region
2042	1056933	1057721	+	1	1056933	1057721	lightblue	region
2044	1058597	1059517	-	1	1058597	1059517	lightblue	region
2045	1059648	1061168	+	2	1059648	1061168	lightblue	region
2046	1061321	1061809	+	1	1061321	1061809	lightblue	region
2047	1061988	1062209	+	1	1061988	1062209	lightblue	region
2048	1063425	1063406	-	2	1063406	1063425	lightblue	region
205	419917	424257	+	2	419917	424257	lightblue	region
2051	1065827	1066264	+	1	1065827	1066264	lightblue	region
2052	1066548	1067030	+	1	1066548	1067030	lightblue	region
2053	1067171	1067557	+	1	1067171	1067557	lightblue	region
